id,dataset_source,source_split,source_metadata_csv,source_image_path,image_path,image_file,width,height,aadb_score,aadb_relative_path,ava_mean_score,ava_vote_1,ava_dist_1,ava_vote_2,ava_dist_2,ava_vote_3,ava_dist_3,ava_vote_4,ava_dist_4,ava_vote_5,ava_dist_5,ava_vote_6,ava_dist_6,ava_vote_7,ava_dist_7,ava_vote_8,ava_dist_8,ava_vote_9,ava_dist_9,ava_vote_10,ava_dist_10,nima_mean_score,nima_unit_score,rgnet_score,alamp_score,available_models,weighted_aesthetic_score,balanced_comparison_score,score_delta_primary_minus_comparison,rank_primary,rank_comparison,rank_delta_primary_minus_comparison,primary_rank_percentile,selection_bucket,selected,teacher_subset_bucket,teacher_subset_id
aadb__train__farm1_274_19992013998_837c258f22_b.jpg__ad4bdaf8,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_274_19992013998_837c258f22_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_274_19992013998_837c258f22_b.jpg,farm1_274_19992013998_837c258f22_b.jpg,1024,683,0.65,farm1_274_19992013998_837c258f22_b.jpg,,,,,,,,,,,,,,,,,,,,,,6.003983,0.555998,0.624317,0.540416,"['alamp', 'nima', 'rgnet']",0.575535,0.580509,-0.004974,562,511,51,0.187,selected_high,True,selected_high,teacher__334__aadb__farm1_274_19992013998_837c258f22_b.jpg__07082a28
ava__train__711332.jpg__9eebe072,ava,train,data/processed/ava/train.csv,data/raw/ava/images/711332.jpg,/home/omen_pc1/ava/images/711332.jpg,711332.jpg,432,634,,,6.551948,0.0,0.0,0.0,0.0,3.0,0.019481,7.0,0.045455,27.0,0.175325,38.0,0.246753,41.0,0.266234,24.0,0.155844,10.0,0.064935,4.0,0.025974,6.200389,0.577821,0.441558,0.501117,"['alamp', 'nima', 'rgnet']",0.484964,0.485821,-0.000857,1641,1702,-61,0.5466666666666666,middle_near_miss,False,middle_near_miss,teacher__335__ava__711332.jpg__8c48bd43
aadb__train__farm1_372_20332086091_28775b880c_b.jpg__fbc7b33f,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_372_20332086091_28775b880c_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_372_20332086091_28775b880c_b.jpg,farm1_372_20332086091_28775b880c_b.jpg,1024,669,0.8,farm1_372_20332086091_28775b880c_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.700316,0.522257,0.532072,0.58417,"['alamp', 'nima', 'rgnet']",0.55714,0.551439,0.005701,727,792,-65,0.242,selected_high,True,selected_high,teacher__336__aadb__farm1_372_20332086091_28775b880c_b.jpg__cbf0d69b
ava__train__121399.jpg__861b34e8,ava,train,data/processed/ava/train.csv,data/raw/ava/images/121399.jpg,/home/omen_pc1/ava/images/121399.jpg,121399.jpg,579,359,,,5.692557,0.0,0.0,7.0,0.022654,11.0,0.035599,46.0,0.148867,84.0,0.271845,77.0,0.249191,45.0,0.145631,24.0,0.07767,11.0,0.035599,4.0,0.012945,5.444199,0.4938,0.430932,0.497963,"['alamp', 'nima', 'rgnet']",0.470734,0.467175,0.003559,1885,2030,-145,0.628,middle_near_miss,False,middle_near_miss,teacher__337__ava__121399.jpg__4f720e71
ava__train__808699.jpg__4046ad3f,ava,train,data/processed/ava/train.csv,data/raw/ava/images/808699.jpg,/home/omen_pc1/ava/images/808699.jpg,808699.jpg,720,457,,,5.759434,0.0,0.0,1.0,0.004717,9.0,0.042453,21.0,0.099057,63.0,0.29717,64.0,0.301887,32.0,0.150943,14.0,0.066038,7.0,0.033019,1.0,0.004717,5.99846,0.555384,0.559861,0.650713,"['alamp', 'nima', 'rgnet']",0.604839,0.59553,0.009309,360,394,-34,0.1196666666666666,selected_high,True,selected_high,teacher__338__ava__808699.jpg__943a7f11
ava__test__458508.jpg__a276bc4f,ava,test,data/processed/ava/test.csv,data/raw/ava/images/458508.jpg,/home/omen_pc1/ava/images/458508.jpg,458508.jpg,479,720,,,4.866667,3.0,0.018182,2.0,0.012121,15.0,0.090909,43.0,0.260606,58.0,0.351515,28.0,0.169697,12.0,0.072727,1.0,0.006061,1.0,0.006061,2.0,0.012121,5.40685,0.48965,0.360005,0.42648,"['alamp', 'nima', 'rgnet']",0.406207,0.406042,0.000165,2678,2749,-71,0.8923333333333333,rejected_low,False,rejected_low,teacher__339__ava__458508.jpg__bcca1c39
ava__train__663871.jpg__f2b20548,ava,train,data/processed/ava/train.csv,data/raw/ava/images/663871.jpg,/home/omen_pc1/ava/images/663871.jpg,663871.jpg,480,720,,,5.289655,1.0,0.006897,1.0,0.006897,8.0,0.055172,27.0,0.186207,45.0,0.310345,46.0,0.317241,9.0,0.062069,6.0,0.041379,0.0,0.0,2.0,0.013793,5.927418,0.547491,0.527779,0.621013,"['alamp', 'nima', 'rgnet']",0.576367,0.568029,0.008338,555,621,-66,0.1846666666666666,selected_high,True,selected_high,teacher__340__ava__663871.jpg__d66b3579
ava__test__1779.jpg__0610cccd,ava,test,data/processed/ava/test.csv,data/raw/ava/images/1779.jpg,/home/omen_pc1/ava/images/1779.jpg,1779.jpg,427,640,,,5.199029,2.0,0.009709,8.0,0.038835,25.0,0.121359,35.0,0.169903,59.0,0.286408,28.0,0.135922,27.0,0.131068,14.0,0.067961,6.0,0.029126,2.0,0.009709,5.320551,0.480061,0.375374,0.291821,"['alamp', 'nima', 'rgnet']",0.344066,0.357656,-0.01359,2971,2964,7,0.99,rejected_low,False,rejected_low,teacher__341__ava__1779.jpg__0f2119ef
ava__train__179288.jpg__309eb189,ava,train,data/processed/ava/train.csv,data/raw/ava/images/179288.jpg,/home/omen_pc1/ava/images/179288.jpg,179288.jpg,427,640,,,5.522152,5.0,0.015823,10.0,0.031646,17.0,0.053797,49.0,0.155063,91.0,0.287975,64.0,0.202532,37.0,0.117089,24.0,0.075949,7.0,0.022152,12.0,0.037975,5.786823,0.531869,0.491485,0.431366,"['alamp', 'nima', 'rgnet']",0.465464,0.473495,-0.008031,1972,1913,59,0.657,middle_near_miss,False,middle_near_miss,teacher__342__ava__179288.jpg__ef3f43ba
ava__train__342962.jpg__af000bf7,ava,train,data/processed/ava/train.csv,data/raw/ava/images/342962.jpg,/home/omen_pc1/ava/images/342962.jpg,342962.jpg,391,640,,,6.63522,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.037736,21.0,0.132075,55.0,0.345912,40.0,0.251572,20.0,0.125786,14.0,0.08805,3.0,0.018868,5.239836,0.471093,0.50208,0.570249,"['alamp', 'nima', 'rgnet']",0.533066,0.5247,0.008366,981,1119,-138,0.3266666666666666,middle_near_miss,False,middle_near_miss,teacher__343__ava__342962.jpg__df33525a
ava__train__154171.jpg__fff3ccb1,ava,train,data/processed/ava/train.csv,data/raw/ava/images/154171.jpg,/home/omen_pc1/ava/images/154171.jpg,154171.jpg,640,568,,,5.350725,7.0,0.02029,10.0,0.028986,23.0,0.066667,60.0,0.173913,94.0,0.272464,73.0,0.211594,39.0,0.113043,27.0,0.078261,7.0,0.02029,5.0,0.014493,5.670888,0.518988,0.408309,0.475578,"['alamp', 'nima', 'rgnet']",0.453011,0.451818,0.001193,2166,2261,-95,0.7216666666666667,rejected_low,False,rejected_low,teacher__344__ava__154171.jpg__449bdc58
ava__train__203388.jpg__d63403a7,ava,train,data/processed/ava/train.csv,data/raw/ava/images/203388.jpg,/home/omen_pc1/ava/images/203388.jpg,203388.jpg,600,566,,,4.911215,2.0,0.009346,9.0,0.042056,5.0,0.023364,49.0,0.228972,99.0,0.462617,34.0,0.158879,10.0,0.046729,3.0,0.014019,3.0,0.014019,0.0,0.0,5.567506,0.507501,0.532396,0.472393,"['alamp', 'nima', 'rgnet']",0.499905,0.504661,-0.004756,1444,1414,30,0.481,middle_near_miss,False,middle_near_miss,teacher__345__ava__203388.jpg__13edb9a0
aadb__train__farm1_290_19537544694_3028e3afbb_b.jpg__d10b2d89,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_290_19537544694_3028e3afbb_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_290_19537544694_3028e3afbb_b.jpg,farm1_290_19537544694_3028e3afbb_b.jpg,1024,1024,0.4,farm1_290_19537544694_3028e3afbb_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.222897,0.469211,0.40241,0.499381,"['alamp', 'nima', 'rgnet']",0.457576,0.451219,0.006357,2085,2272,-187,0.6946666666666667,middle_near_miss,False,middle_near_miss,teacher__346__aadb__farm1_290_19537544694_3028e3afbb_b.jpg__a35c8f3b
ava__train__36558.jpg__fe41c62d,ava,train,data/processed/ava/train.csv,data/raw/ava/images/36558.jpg,/home/omen_pc1/ava/images/36558.jpg,36558.jpg,588,464,,,6.278912,1.0,0.006803,0.0,0.0,0.0,0.0,9.0,0.061224,36.0,0.244898,44.0,0.29932,26.0,0.176871,22.0,0.14966,6.0,0.040816,3.0,0.020408,6.39555,0.599506,0.782769,0.721945,"['alamp', 'nima', 'rgnet']",0.734031,0.73095,0.003081,36,29,7,0.0116666666666666,selected_high,True,selected_high,teacher__347__ava__36558.jpg__8983c5e7
ava__train__849566.jpg__118ab910,ava,train,data/processed/ava/train.csv,data/raw/ava/images/849566.jpg,/home/omen_pc1/ava/images/849566.jpg,849566.jpg,800,533,,,4.890909,0.0,0.0,3.0,0.018182,14.0,0.084848,33.0,0.2,74.0,0.448485,33.0,0.2,6.0,0.036364,1.0,0.006061,1.0,0.006061,0.0,0.0,6.007292,0.556366,0.482162,0.478642,"['alamp', 'nima', 'rgnet']",0.487822,0.491885,-0.004063,1602,1606,-4,0.5336666666666666,middle_near_miss,False,middle_near_miss,teacher__348__ava__849566.jpg__dd128d69
ava__train__682418.jpg__a5c0ac7b,ava,train,data/processed/ava/train.csv,data/raw/ava/images/682418.jpg,/home/omen_pc1/ava/images/682418.jpg,682418.jpg,640,500,,,4.791045,0.0,0.0,6.0,0.029851,18.0,0.089552,52.0,0.258706,79.0,0.393035,35.0,0.174129,5.0,0.024876,5.0,0.024876,1.0,0.004975,0.0,0.0,5.431209,0.492357,0.382563,0.348519,"['alamp', 'nima', 'rgnet']",0.37652,0.385414,-0.008894,2865,2866,-1,0.9546666666666668,rejected_low,False,rejected_low,teacher__349__ava__682418.jpg__c1c85b58
aadb__train__farm1_282_19518362714_f387731046_b.jpg__9d724f2f,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_282_19518362714_f387731046_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_282_19518362714_f387731046_b.jpg,farm1_282_19518362714_f387731046_b.jpg,1024,576,0.5,farm1_282_19518362714_f387731046_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.482021,0.498002,0.431561,0.349201,"['alamp', 'nima', 'rgnet']",0.397025,0.408583,-0.011558,2751,2729,22,0.9166666666666666,rejected_low,False,rejected_low,teacher__350__aadb__farm1_282_19518362714_f387731046_b.jpg__b3d7eb82
ava__train__480480.jpg__b2a026bc,ava,train,data/processed/ava/train.csv,data/raw/ava/images/480480.jpg,/home/omen_pc1/ava/images/480480.jpg,480480.jpg,400,369,,,5.003937,1.0,0.003937,6.0,0.023622,13.0,0.051181,69.0,0.271654,97.0,0.38189,37.0,0.145669,15.0,0.059055,13.0,0.051181,3.0,0.011811,0.0,0.0,5.93814,0.548682,0.560632,0.480512,"['alamp', 'nima', 'rgnet']",0.519377,0.526792,-0.007415,1162,1087,75,0.387,middle_near_miss,False,middle_near_miss,teacher__351__ava__480480.jpg__9bb94259
aadb__train__farm1_268_19979759059_89d09d6f19_b.jpg__7068368c,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_268_19979759059_89d09d6f19_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_268_19979759059_89d09d6f19_b.jpg,farm1_268_19979759059_89d09d6f19_b.jpg,768,1024,0.1,farm1_268_19979759059_89d09d6f19_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.011614,0.445735,0.528641,0.501536,"['alamp', 'nima', 'rgnet']",0.506798,0.505363,0.001435,1326,1395,-69,0.4416666666666666,middle_near_miss,False,middle_near_miss,teacher__352__aadb__farm1_268_19979759059_89d09d6f19_b.jpg__cb220e1b
ava__train__242895.jpg__d0a0772c,ava,train,data/processed/ava/train.csv,data/raw/ava/images/242895.jpg,/home/omen_pc1/ava/images/242895.jpg,242895.jpg,640,480,,,2.478432,93.0,0.364706,52.0,0.203922,51.0,0.2,31.0,0.121569,20.0,0.078431,4.0,0.015686,2.0,0.007843,0.0,0.0,0.0,0.0,2.0,0.007843,5.140924,0.460103,0.401406,0.426126,"['alamp', 'nima', 'rgnet']",0.419636,0.420099,-0.000463,2561,2639,-78,0.8533333333333334,rejected_low,False,rejected_low,teacher__353__ava__242895.jpg__9a17711a
ava__train__559228.jpg__a03c0b73,ava,train,data/processed/ava/train.csv,data/raw/ava/images/559228.jpg,/home/omen_pc1/ava/images/559228.jpg,559228.jpg,640,464,,,4.976331,1.0,0.005917,2.0,0.011834,9.0,0.053254,44.0,0.260355,66.0,0.390533,35.0,0.207101,8.0,0.047337,1.0,0.005917,1.0,0.005917,2.0,0.011834,5.137923,0.459769,0.494935,0.385428,"['alamp', 'nima', 'rgnet']",0.436665,0.445857,-0.009192,2370,2339,31,0.7896666666666666,rejected_low,False,rejected_low,teacher__354__ava__559228.jpg__93738c81
ava__val__58208.jpg__70d9301a,ava,val,data/processed/ava/val.csv,data/raw/ava/images/58208.jpg,/home/omen_pc1/ava/images/58208.jpg,58208.jpg,544,640,,,4.554217,2.0,0.012048,6.0,0.036145,25.0,0.150602,47.0,0.283133,54.0,0.325301,21.0,0.126506,7.0,0.042169,3.0,0.018072,0.0,0.0,1.0,0.006024,5.403446,0.489272,0.601283,0.629015,"['alamp', 'nima', 'rgnet']",0.603948,0.595574,0.008374,369,392,-23,0.1226666666666666,selected_high,True,selected_high,teacher__355__ava__58208.jpg__f9beff6a
aadb__train__farm1_266_19569098243_75e76bc280_b.jpg__bab0fced,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_266_19569098243_75e76bc280_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_266_19569098243_75e76bc280_b.jpg,farm1_266_19569098243_75e76bc280_b.jpg,1024,768,0.5,farm1_266_19569098243_75e76bc280_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.462637,0.495849,0.513506,0.315988,"['alamp', 'nima', 'rgnet']",0.412981,0.43185,-0.018869,2621,2504,117,0.8733333333333333,rejected_low,False,rejected_low,teacher__356__aadb__farm1_266_19569098243_75e76bc280_b.jpg__f793cc34
ava__train__918471.jpg__e840802e,ava,train,data/processed/ava/train.csv,data/raw/ava/images/918471.jpg,/home/omen_pc1/ava/images/918471.jpg,918471.jpg,800,353,,,5.546448,0.0,0.0,2.0,0.010929,3.0,0.016393,16.0,0.087432,74.0,0.404372,66.0,0.360656,10.0,0.054645,8.0,0.043716,2.0,0.010929,2.0,0.010929,6.195992,0.577332,0.479172,0.534148,"['alamp', 'nima', 'rgnet']",0.516476,0.515886,0.00059,1203,1248,-45,0.4006666666666666,middle_near_miss,False,middle_near_miss,teacher__357__ava__918471.jpg__71e20979
ava__val__697396.jpg__b91bb8bd,ava,val,data/processed/ava/val.csv,data/raw/ava/images/697396.jpg,/home/omen_pc1/ava/images/697396.jpg,697396.jpg,720,480,,,7.011976,0.0,0.0,3.0,0.017964,0.0,0.0,2.0,0.011976,12.0,0.071856,45.0,0.269461,50.0,0.299401,27.0,0.161677,19.0,0.113772,9.0,0.053892,6.055091,0.561677,0.486971,0.602598,"['alamp', 'nima', 'rgnet']",0.552255,0.544428,0.007827,778,864,-86,0.259,selected_high,True,selected_high,teacher__358__ava__697396.jpg__753c922a
ava__train__476971.jpg__9fc2d356,ava,train,data/processed/ava/train.csv,data/raw/ava/images/476971.jpg,/home/omen_pc1/ava/images/476971.jpg,476971.jpg,640,453,,,3.972376,4.0,0.022099,12.0,0.066298,42.0,0.232044,75.0,0.414365,36.0,0.198895,5.0,0.027624,4.0,0.022099,1.0,0.005525,1.0,0.005525,1.0,0.005525,5.509216,0.501024,0.619399,0.61772,"['alamp', 'nima', 'rgnet']",0.606722,0.600971,0.005751,345,346,-1,0.1146666666666666,selected_high,True,selected_high,teacher__359__ava__476971.jpg__08544454
aadb__train__farm1_317_20075107619_cd8c70b114_b.jpg__a53f8ac8,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_317_20075107619_cd8c70b114_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_317_20075107619_cd8c70b114_b.jpg,farm1_317_20075107619_cd8c70b114_b.jpg,1024,768,0.2,farm1_317_20075107619_cd8c70b114_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.203069,0.467008,0.330529,0.326005,"['alamp', 'nima', 'rgnet']",0.341915,0.349191,-0.007276,2974,2979,-5,0.991,rejected_low,False,rejected_low,teacher__360__aadb__farm1_317_20075107619_cd8c70b114_b.jpg__bf96e31d
ava__train__9593.jpg__ac748538,ava,train,data/processed/ava/train.csv,data/raw/ava/images/9593.jpg,/home/omen_pc1/ava/images/9593.jpg,9593.jpg,640,480,,,5.154255,2.0,0.010638,7.0,0.037234,19.0,0.101064,29.0,0.154255,60.0,0.319149,33.0,0.175532,24.0,0.12766,12.0,0.06383,2.0,0.010638,0.0,0.0,5.674262,0.519362,0.476198,0.32279,"['alamp', 'nima', 'rgnet']",0.40381,0.421309,-0.017499,2701,2627,74,0.9,rejected_low,False,rejected_low,teacher__361__ava__9593.jpg__33a3eae6
ava__train__37892.jpg__68eec60e,ava,train,data/processed/ava/train.csv,data/raw/ava/images/37892.jpg,/home/omen_pc1/ava/images/37892.jpg,37892.jpg,609,446,,,5.75,3.0,0.013393,4.0,0.017857,20.0,0.089286,23.0,0.102679,48.0,0.214286,52.0,0.232143,38.0,0.169643,20.0,0.089286,13.0,0.058036,3.0,0.013393,5.895837,0.543982,0.762843,0.813111,"['alamp', 'nima', 'rgnet']",0.766091,0.750121,0.01597,21,17,4,0.0066666666666666,selected_high,True,selected_high,teacher__362__ava__37892.jpg__6115588c
aadb__train__farm1_376_19366702694_31b18bd3d4_b.jpg__0f9ccc27,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_376_19366702694_31b18bd3d4_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_376_19366702694_31b18bd3d4_b.jpg,farm1_376_19366702694_31b18bd3d4_b.jpg,1024,768,0.35,farm1_376_19366702694_31b18bd3d4_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.575354,0.508373,0.429666,0.296983,"['alamp', 'nima', 'rgnet']",0.371195,0.388399,-0.017204,2887,2858,29,0.962,rejected_low,False,rejected_low,teacher__363__aadb__farm1_376_19366702694_31b18bd3d4_b.jpg__91791bcc
aadb__train__farm1_262_20182683056_7c884ae4cf_b.jpg__0b7f708b,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_262_20182683056_7c884ae4cf_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_262_20182683056_7c884ae4cf_b.jpg,farm1_262_20182683056_7c884ae4cf_b.jpg,1024,683,0.7,farm1_262_20182683056_7c884ae4cf_b.jpg,,,,,,,,,,,,,,,,,,,,,,6.096144,0.566238,0.614725,0.495728,"['alamp', 'nima', 'rgnet']",0.550378,0.559853,-0.009475,800,694,106,0.2663333333333333,selected_high,True,selected_high,teacher__364__aadb__farm1_262_20182683056_7c884ae4cf_b.jpg__3bd91841
ava__train__164810.jpg__423d27a0,ava,train,data/processed/ava/train.csv,data/raw/ava/images/164810.jpg,/home/omen_pc1/ava/images/164810.jpg,164810.jpg,640,480,,,4.652318,3.0,0.009934,10.0,0.033113,30.0,0.099338,88.0,0.291391,111.0,0.36755,42.0,0.139073,12.0,0.039735,5.0,0.016556,1.0,0.003311,0.0,0.0,5.355615,0.483957,0.54342,0.350764,"['alamp', 'nima', 'rgnet']",0.441146,0.457438,-0.016292,2320,2186,134,0.773,rejected_low,False,rejected_low,teacher__365__ava__164810.jpg__d05d600a
ava__train__83662.jpg__b3e1ca5f,ava,train,data/processed/ava/train.csv,data/raw/ava/images/83662.jpg,/home/omen_pc1/ava/images/83662.jpg,83662.jpg,640,480,,,4.418605,5.0,0.01938,15.0,0.05814,48.0,0.186047,67.0,0.25969,71.0,0.275194,35.0,0.135659,10.0,0.03876,5.0,0.01938,2.0,0.007752,0.0,0.0,5.737715,0.526413,0.482872,0.431904,"['alamp', 'nima', 'rgnet']",0.461742,0.469016,-0.007274,2029,1998,31,0.676,middle_near_miss,False,middle_near_miss,teacher__366__ava__83662.jpg__8cb371a2
ava__train__784874.jpg__aa86d9f5,ava,train,data/processed/ava/train.csv,data/raw/ava/images/784874.jpg,/home/omen_pc1/ava/images/784874.jpg,784874.jpg,720,556,,,6.027473,1.0,0.005495,1.0,0.005495,1.0,0.005495,12.0,0.065934,46.0,0.252747,62.0,0.340659,40.0,0.21978,12.0,0.065934,5.0,0.027473,2.0,0.010989,6.034246,0.559361,0.534028,0.68127,"['alamp', 'nima', 'rgnet']",0.610182,0.596725,0.013457,316,378,-62,0.105,selected_high,True,selected_high,teacher__367__ava__784874.jpg__2ae45d6f
ava__train__771345.jpg__c061f747,ava,train,data/processed/ava/train.csv,data/raw/ava/images/771345.jpg,/home/omen_pc1/ava/images/771345.jpg,771345.jpg,720,480,,,5.909651,2.0,0.004107,4.0,0.008214,15.0,0.030801,38.0,0.078029,130.0,0.26694,146.0,0.299795,88.0,0.180698,49.0,0.100616,13.0,0.026694,2.0,0.004107,5.643191,0.51591,0.429735,0.491589,"['alamp', 'nima', 'rgnet']",0.469279,0.467403,0.001876,1910,2022,-112,0.6363333333333333,middle_near_miss,False,middle_near_miss,teacher__368__ava__771345.jpg__7e64b804
aadb__val__farm1_335_19924295180_1ba6cb680c_b.jpg__b2186d06,aadb,val,data/processed/aadb/val.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_335_19924295180_1ba6cb680c_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_335_19924295180_1ba6cb680c_b.jpg,farm1_335_19924295180_1ba6cb680c_b.jpg,1024,768,0.55,farm1_335_19924295180_1ba6cb680c_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.72997,0.525552,0.522329,0.595136,"['alamp', 'nima', 'rgnet']",0.559055,0.551935,0.00712,707,787,-80,0.2353333333333333,selected_high,True,selected_high,teacher__369__aadb__farm1_335_19924295180_1ba6cb680c_b.jpg__1e999c4b
aadb__test__farm1_369_19535030033_325b50abb2_b.jpg__f01f46d9,aadb,test,data/processed/aadb/test.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_369_19535030033_325b50abb2_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_369_19535030033_325b50abb2_b.jpg,farm1_369_19535030033_325b50abb2_b.jpg,1024,575,0.4,farm1_369_19535030033_325b50abb2_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.564631,0.507181,0.559737,0.368777,"['alamp', 'nima', 'rgnet']",0.459001,0.47547,-0.016469,2068,1882,186,0.689,middle_near_miss,False,middle_near_miss,teacher__370__aadb__farm1_369_19535030033_325b50abb2_b.jpg__d6a910b2
ava__test__281483.jpg__ae82029e,ava,test,data/processed/ava/test.csv,data/raw/ava/images/281483.jpg,/home/omen_pc1/ava/images/281483.jpg,281483.jpg,640,428,,,5.995261,0.0,0.0,5.0,0.011848,5.0,0.011848,29.0,0.06872,111.0,0.263033,146.0,0.345972,74.0,0.175355,33.0,0.078199,14.0,0.033175,5.0,0.011848,5.594309,0.510479,0.494743,0.605382,"['alamp', 'nima', 'rgnet']",0.551636,0.541359,0.010277,784,896,-112,0.261,selected_high,True,selected_high,teacher__371__ava__281483.jpg__9e6fb5de
aadb__train__farm1_360_19939650990_9abf5c4350_b.jpg__bf3c6bef,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_360_19939650990_9abf5c4350_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_360_19939650990_9abf5c4350_b.jpg,farm1_360_19939650990_9abf5c4350_b.jpg,1024,681,0.7,farm1_360_19939650990_9abf5c4350_b.jpg,,,,,,,,,,,,,,,,,,,,,,6.131531,0.57017,0.583168,0.416632,"['alamp', 'nima', 'rgnet']",0.4986,0.514604,-0.016004,1466,1260,206,0.4883333333333333,middle_near_miss,False,middle_near_miss,teacher__372__aadb__farm1_360_19939650990_9abf5c4350_b.jpg__6aa9777d
ava__test__864169.jpg__2a774b16,ava,test,data/processed/ava/test.csv,data/raw/ava/images/864169.jpg,/home/omen_pc1/ava/images/864169.jpg,864169.jpg,626,800,,,5.092715,2.0,0.013245,7.0,0.046358,7.0,0.046358,26.0,0.172185,54.0,0.357616,36.0,0.238411,11.0,0.072848,7.0,0.046358,1.0,0.006623,0.0,0.0,5.953467,0.550385,0.558925,0.626369,"['alamp', 'nima', 'rgnet']",0.591793,0.584622,0.007171,445,474,-29,0.148,selected_high,True,selected_high,teacher__373__ava__864169.jpg__4cd8f1e8
ava__train__652845.jpg__c1e67b5c,ava,train,data/processed/ava/train.csv,data/raw/ava/images/652845.jpg,/home/omen_pc1/ava/images/652845.jpg,652845.jpg,479,680,,,5.02,1.0,0.006667,1.0,0.006667,8.0,0.053333,38.0,0.253333,65.0,0.433333,26.0,0.173333,4.0,0.026667,2.0,0.013333,1.0,0.006667,4.0,0.026667,5.621916,0.513546,0.508329,0.455202,"['alamp', 'nima', 'rgnet']",0.482287,0.487861,-0.005574,1673,1665,8,0.5573333333333333,middle_near_miss,False,middle_near_miss,teacher__374__ava__652845.jpg__32426054
ava__train__349369.jpg__de6605ec,ava,train,data/processed/ava/train.csv,data/raw/ava/images/349369.jpg,/home/omen_pc1/ava/images/349369.jpg,349369.jpg,370,640,,,3.049618,53.0,0.20229,47.0,0.179389,65.0,0.248092,49.0,0.187023,33.0,0.125954,10.0,0.038168,4.0,0.015267,1.0,0.003817,0.0,0.0,0.0,0.0,4.993758,0.443751,0.473174,0.475659,"['alamp', 'nima', 'rgnet']",0.471474,0.469755,0.001719,1869,1983,-114,0.6226666666666667,middle_near_miss,False,middle_near_miss,teacher__375__ava__349369.jpg__2fcf8c7d
ava__train__936230.jpg__00cc4a91,ava,train,data/processed/ava/train.csv,data/raw/ava/images/936230.jpg,/home/omen_pc1/ava/images/936230.jpg,936230.jpg,800,597,,,5.489051,1.0,0.007299,0.0,0.0,1.0,0.007299,17.0,0.124088,60.0,0.437956,38.0,0.277372,12.0,0.087591,5.0,0.036496,2.0,0.014599,1.0,0.007299,5.679645,0.519961,0.414185,0.37129,"['alamp', 'nima', 'rgnet']",0.403315,0.412893,-0.009578,2706,2691,15,0.9016666666666666,rejected_low,False,rejected_low,teacher__376__ava__936230.jpg__2843311e
