id,dataset_source,source_split,source_metadata_csv,source_image_path,image_path,image_file,width,height,aadb_score,aadb_relative_path,ava_mean_score,ava_vote_1,ava_dist_1,ava_vote_2,ava_dist_2,ava_vote_3,ava_dist_3,ava_vote_4,ava_dist_4,ava_vote_5,ava_dist_5,ava_vote_6,ava_dist_6,ava_vote_7,ava_dist_7,ava_vote_8,ava_dist_8,ava_vote_9,ava_dist_9,ava_vote_10,ava_dist_10,nima_mean_score,nima_unit_score,rgnet_score,alamp_score,available_models,weighted_aesthetic_score,balanced_comparison_score,score_delta_primary_minus_comparison,rank_primary,rank_comparison,rank_delta_primary_minus_comparison,primary_rank_percentile,selection_bucket,selected
aadb__train__farm1_305_19998360805_ddbb341e7e_b.jpg__9d1b8022,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_305_19998360805_ddbb341e7e_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_305_19998360805_ddbb341e7e_b.jpg,farm1_305_19998360805_ddbb341e7e_b.jpg,1024,768,0.55,farm1_305_19998360805_ddbb341e7e_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.300898,0.477878,0.526215,0.448875,"['alamp', 'nima', 'rgnet']",0.482711,0.488028,-0.005317,1665,1661,4,0.5546666666666666,middle_near_miss,False
ava__test__783745.jpg__9b6b10f1,ava,test,data/processed/ava/test.csv,data/raw/ava/images/783745.jpg,/home/omen_pc1/ava/images/783745.jpg,783745.jpg,720,507,,,4.324324,4.0,0.027027,9.0,0.060811,25.0,0.168919,44.0,0.297297,46.0,0.310811,11.0,0.074324,4.0,0.027027,3.0,0.02027,1.0,0.006757,1.0,0.006757,5.517992,0.501999,0.511432,0.455675,"['alamp', 'nima', 'rgnet']",0.48261,0.487714,-0.005104,1666,1667,-1,0.555,middle_near_miss,False
ava__train__10183.jpg__dd4c8ced,ava,train,data/processed/ava/train.csv,data/raw/ava/images/10183.jpg,/home/omen_pc1/ava/images/10183.jpg,10183.jpg,445,640,,,5.153061,3.0,0.030612,4.0,0.040816,5.0,0.05102,22.0,0.22449,24.0,0.244898,20.0,0.204082,10.0,0.102041,9.0,0.091837,1.0,0.010204,0.0,0.0,6.132157,0.57024,0.499279,0.451615,"['alamp', 'nima', 'rgnet']",0.482543,0.490858,-0.008315,1667,1619,48,0.5553333333333333,middle_near_miss,False
ava__train__230851.jpg__2e6010d5,ava,train,data/processed/ava/train.csv,data/raw/ava/images/230851.jpg,/home/omen_pc1/ava/images/230851.jpg,230851.jpg,640,427,,,6.25188,1.0,0.003759,1.0,0.003759,5.0,0.018797,25.0,0.093985,55.0,0.206767,61.0,0.229323,69.0,0.259398,27.0,0.101504,15.0,0.056391,7.0,0.026316,6.293067,0.588119,0.518931,0.432203,"['alamp', 'nima', 'rgnet']",0.482486,0.494618,-0.012132,1668,1561,107,0.5556666666666666,middle_near_miss,False
ava__val__68459.jpg__5d1171e7,ava,val,data/processed/ava/val.csv,data/raw/ava/images/68459.jpg,/home/omen_pc1/ava/images/68459.jpg,68459.jpg,426,640,,,5.653543,2.0,0.007874,4.0,0.015748,11.0,0.043307,39.0,0.153543,74.0,0.291339,55.0,0.216535,34.0,0.133858,21.0,0.082677,9.0,0.035433,5.0,0.019685,5.568937,0.50766,0.49943,0.463823,"['alamp', 'nima', 'rgnet']",0.482449,0.486422,-0.003973,1669,1687,-18,0.556,middle_near_miss,False
aadb__train__farm1_344_19544646313_a8c6a3c75f_b.jpg__a9cd3f4c,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_344_19544646313_a8c6a3c75f_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_344_19544646313_a8c6a3c75f_b.jpg,farm1_344_19544646313_a8c6a3c75f_b.jpg,1024,568,0.6,farm1_344_19544646313_a8c6a3c75f_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.584269,0.509363,0.46595,0.490261,"['alamp', 'nima', 'rgnet']",0.482447,0.482186,0.000261,1670,1753,-83,0.5563333333333333,middle_near_miss,False
ava__train__707248.jpg__1c8b1c08,ava,train,data/processed/ava/train.csv,data/raw/ava/images/707248.jpg,/home/omen_pc1/ava/images/707248.jpg,707248.jpg,720,446,,,5.949367,0.0,0.0,0.0,0.0,1.0,0.006329,9.0,0.056962,42.0,0.265823,69.0,0.436709,21.0,0.132911,14.0,0.088608,2.0,0.012658,0.0,0.0,6.118904,0.568767,0.544344,0.415612,"['alamp', 'nima', 'rgnet']",0.48242,0.496515,-0.014095,1671,1535,136,0.5566666666666666,middle_near_miss,False
aadb__train__farm1_256_20110259962_d09ee3f5d6_b.jpg__5081f52f,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_256_20110259962_d09ee3f5d6_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_256_20110259962_d09ee3f5d6_b.jpg,farm1_256_20110259962_d09ee3f5d6_b.jpg,1024,683,0.45,farm1_256_20110259962_d09ee3f5d6_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.369463,0.485496,0.408604,0.540855,"['alamp', 'nima', 'rgnet']",0.482419,0.473038,0.009381,1672,1922,-250,0.557,middle_near_miss,False
ava__train__652845.jpg__c1e67b5c,ava,train,data/processed/ava/train.csv,data/raw/ava/images/652845.jpg,/home/omen_pc1/ava/images/652845.jpg,652845.jpg,479,680,,,5.02,1.0,0.006667,1.0,0.006667,8.0,0.053333,38.0,0.253333,65.0,0.433333,26.0,0.173333,4.0,0.026667,2.0,0.013333,1.0,0.006667,4.0,0.026667,5.621916,0.513546,0.508329,0.455202,"['alamp', 'nima', 'rgnet']",0.482287,0.487861,-0.005574,1673,1665,8,0.5573333333333333,middle_near_miss,False
aadb__train__farm1_260_19376956183_cb75cd935f_b.jpg__f8c4064a,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_260_19376956183_cb75cd935f_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_260_19376956183_cb75cd935f_b.jpg,farm1_260_19376956183_cb75cd935f_b.jpg,683,1024,0.5,farm1_260_19376956183_cb75cd935f_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.652849,0.516983,0.430641,0.516618,"['alamp', 'nima', 'rgnet']",0.482264,0.477983,0.004281,1674,1839,-165,0.5576666666666666,middle_near_miss,False
ava__train__648495.jpg__a1d98d05,ava,train,data/processed/ava/train.csv,data/raw/ava/images/648495.jpg,/home/omen_pc1/ava/images/648495.jpg,648495.jpg,640,427,,,6.470046,0.0,0.0,1.0,0.004608,3.0,0.013825,12.0,0.0553,38.0,0.175115,62.0,0.285714,51.0,0.235023,29.0,0.133641,16.0,0.073733,5.0,0.023041,6.062572,0.562508,0.458735,0.484817,"['alamp', 'nima', 'rgnet']",0.482153,0.484734,-0.002581,1675,1714,-39,0.558,middle_near_miss,False
aadb__train__farm1_299_20130600365_e38e272927_b.jpg__4ede18b3,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_299_20130600365_e38e272927_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_299_20130600365_e38e272927_b.jpg,farm1_299_20130600365_e38e272927_b.jpg,1024,768,0.5,farm1_299_20130600365_e38e272927_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.5851,0.509456,0.432631,0.516072,"['alamp', 'nima', 'rgnet']",0.482034,0.477531,0.004503,1676,1847,-171,0.5583333333333333,middle_near_miss,False
aadb__train__farm1_264_20200151005_bebe029f17_b.jpg__1e4cfa82,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_264_20200151005_bebe029f17_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_264_20200151005_bebe029f17_b.jpg,farm1_264_20200151005_bebe029f17_b.jpg,1024,683,0.45,farm1_264_20200151005_bebe029f17_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.388678,0.487631,0.475597,0.486046,"['alamp', 'nima', 'rgnet']",0.482025,0.481582,0.000443,1677,1766,-89,0.5586666666666666,middle_near_miss,False
aadb__train__farm1_318_19957771606_5175fdc68d_b.jpg__c5184b95,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_318_19957771606_5175fdc68d_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_318_19957771606_5175fdc68d_b.jpg,farm1_318_19957771606_5175fdc68d_b.jpg,1024,683,0.45,farm1_318_19957771606_5175fdc68d_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.848523,0.538725,0.502219,0.45452,"['alamp', 'nima', 'rgnet']",0.48202,0.488615,-0.006595,1678,1646,32,0.559,middle_near_miss,False
ava__train__636972.jpg__5fcefc58,ava,train,data/processed/ava/train.csv,data/raw/ava/images/636972.jpg,/home/omen_pc1/ava/images/636972.jpg,636972.jpg,600,404,,,5.071749,1.0,0.004484,5.0,0.022422,20.0,0.089686,54.0,0.242152,65.0,0.29148,47.0,0.210762,16.0,0.071749,11.0,0.049327,3.0,0.013453,1.0,0.004484,5.658889,0.517654,0.493378,0.465716,"['alamp', 'nima', 'rgnet']",0.481975,0.485955,-0.00398,1679,1698,-19,0.5593333333333333,middle_near_miss,False
ava__train__322267.jpg__39daf3b8,ava,train,data/processed/ava/train.csv,data/raw/ava/images/322267.jpg,/home/omen_pc1/ava/images/322267.jpg,322267.jpg,512,573,,,5.461847,2.0,0.008032,3.0,0.012048,13.0,0.052209,47.0,0.188755,75.0,0.301205,52.0,0.208835,33.0,0.13253,13.0,0.052209,7.0,0.028112,4.0,0.016064,5.683773,0.520419,0.542077,0.426135,"['alamp', 'nima', 'rgnet']",0.48194,0.492452,-0.010512,1680,1598,82,0.5596666666666666,middle_near_miss,False
ava__train__600386.jpg__140379d5,ava,train,data/processed/ava/train.csv,data/raw/ava/images/600386.jpg,/home/omen_pc1/ava/images/600386.jpg,600386.jpg,640,455,,,6.478788,0.0,0.0,0.0,0.0,4.0,0.024242,10.0,0.060606,31.0,0.187879,46.0,0.278788,30.0,0.181818,25.0,0.151515,14.0,0.084848,5.0,0.030303,5.975527,0.552836,0.505245,0.449005,"['alamp', 'nima', 'rgnet']",0.481884,0.489888,-0.008004,1681,1629,52,0.56,middle_near_miss,False
ava__train__136285.jpg__ea18d54d,ava,train,data/processed/ava/train.csv,data/raw/ava/images/136285.jpg,/home/omen_pc1/ava/images/136285.jpg,136285.jpg,400,258,,,4.312866,14.0,0.040936,12.0,0.035088,46.0,0.134503,121.0,0.353801,103.0,0.30117,32.0,0.093567,8.0,0.023392,3.0,0.008772,2.0,0.005848,1.0,0.002924,5.605364,0.511707,0.47003,0.485181,"['alamp', 'nima', 'rgnet']",0.481773,0.482342,-0.000569,1682,1749,-67,0.5603333333333333,middle_near_miss,False
ava__train__884869.jpg__ccc46235,ava,train,data/processed/ava/train.csv,data/raw/ava/images/884869.jpg,/home/omen_pc1/ava/images/884869.jpg,884869.jpg,800,615,,,5.201492,0.0,0.0,2.0,0.014925,6.0,0.044776,26.0,0.19403,45.0,0.335821,43.0,0.320896,9.0,0.067164,2.0,0.014925,1.0,0.007463,0.0,0.0,5.559124,0.506569,0.570889,0.405398,"['alamp', 'nima', 'rgnet']",0.481711,0.495045,-0.013334,1683,1555,128,0.5606666666666666,middle_near_miss,False
ava__train__779067.jpg__c008b5cc,ava,train,data/processed/ava/train.csv,data/raw/ava/images/779067.jpg,/home/omen_pc1/ava/images/779067.jpg,779067.jpg,700,465,,,5.525714,0.0,0.0,2.0,0.011429,4.0,0.022857,19.0,0.108571,57.0,0.325714,65.0,0.371429,24.0,0.137143,4.0,0.022857,0.0,0.0,0.0,0.0,5.555274,0.506142,0.573786,0.402897,"['alamp', 'nima', 'rgnet']",0.481577,0.495284,-0.013707,1684,1548,136,0.561,middle_near_miss,False
ava__val__96859.jpg__8cc61940,ava,val,data/processed/ava/val.csv,data/raw/ava/images/96859.jpg,/home/omen_pc1/ava/images/96859.jpg,96859.jpg,640,480,,,3.853821,22.0,0.07309,31.0,0.10299,69.0,0.229236,82.0,0.272425,59.0,0.196013,25.0,0.083056,10.0,0.033223,1.0,0.003322,2.0,0.006645,0.0,0.0,5.376478,0.486275,0.493749,0.470814,"['alamp', 'nima', 'rgnet']",0.481534,0.483454,-0.00192,1685,1734,-49,0.5613333333333334,middle_near_miss,False
aadb__train__farm1_424_20331808921_6c7ef9a9e8_b.jpg__4bce567d,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_424_20331808921_6c7ef9a9e8_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_424_20331808921_6c7ef9a9e8_b.jpg,farm1_424_20331808921_6c7ef9a9e8_b.jpg,576,1024,0.5,farm1_424_20331808921_6c7ef9a9e8_b.jpg,,,,,,,,,,,,,,,,,,,,,,4.930461,0.436718,0.51029,0.467265,"['alamp', 'nima', 'rgnet']",0.48142,0.482044,-0.000624,1686,1755,-69,0.5616666666666666,middle_near_miss,False
ava__val__578909.jpg__cefae48e,ava,val,data/processed/ava/val.csv,data/raw/ava/images/578909.jpg,/home/omen_pc1/ava/images/578909.jpg,578909.jpg,525,720,,,6.547945,0.0,0.0,0.0,0.0,1.0,0.006849,5.0,0.034247,26.0,0.178082,39.0,0.267123,45.0,0.308219,20.0,0.136986,6.0,0.041096,4.0,0.027397,5.751995,0.527999,0.342848,0.582798,"['alamp', 'nima', 'rgnet']",0.481338,0.466601,0.014737,1687,2042,-355,0.562,middle_near_miss,False
ava__train__736644.jpg__b9f7583e,ava,train,data/processed/ava/train.csv,data/raw/ava/images/736644.jpg,/home/omen_pc1/ava/images/736644.jpg,736644.jpg,640,555,,,5.804124,1.0,0.005155,0.0,0.0,11.0,0.056701,19.0,0.097938,48.0,0.247423,60.0,0.309278,30.0,0.154639,20.0,0.103093,4.0,0.020619,1.0,0.005155,5.783735,0.531526,0.429004,0.513143,"['alamp', 'nima', 'rgnet']",0.481326,0.478038,0.003288,1688,1837,-149,0.5623333333333334,middle_near_miss,False
ava__train__349083.jpg__d90053d0,ava,train,data/processed/ava/train.csv,data/raw/ava/images/349083.jpg,/home/omen_pc1/ava/images/349083.jpg,349083.jpg,640,432,,,6.637532,1.0,0.002571,6.0,0.015424,11.0,0.028278,22.0,0.056555,58.0,0.1491,87.0,0.22365,81.0,0.208226,65.0,0.167095,31.0,0.079692,27.0,0.069409,5.303442,0.47816,0.443778,0.511971,"['alamp', 'nima', 'rgnet']",0.481313,0.476212,0.005101,1689,1870,-181,0.5626666666666666,middle_near_miss,False
ava__train__658680.jpg__451f5b36,ava,train,data/processed/ava/train.csv,data/raw/ava/images/658680.jpg,/home/omen_pc1/ava/images/658680.jpg,658680.jpg,640,426,,,5.705883,2.0,0.008403,1.0,0.004202,8.0,0.033613,40.0,0.168067,61.0,0.256303,59.0,0.247899,37.0,0.155462,21.0,0.088235,6.0,0.02521,3.0,0.012605,5.830481,0.53672,0.505601,0.450718,"['alamp', 'nima', 'rgnet']",0.481271,0.488316,-0.007045,1690,1654,36,0.563,middle_near_miss,False
ava__val__780478.jpg__125af180,ava,val,data/processed/ava/val.csv,data/raw/ava/images/780478.jpg,/home/omen_pc1/ava/images/780478.jpg,780478.jpg,480,640,,,6.004445,0.0,0.0,2.0,0.008889,4.0,0.017778,12.0,0.053333,66.0,0.293333,64.0,0.284444,47.0,0.208889,27.0,0.12,2.0,0.008889,1.0,0.004444,5.77721,0.530801,0.552857,0.413827,"['alamp', 'nima', 'rgnet']",0.481136,0.493937,-0.012801,1691,1568,123,0.5633333333333334,middle_near_miss,False
ava__test__93598.jpg__4934daa1,ava,test,data/processed/ava/test.csv,data/raw/ava/images/93598.jpg,/home/omen_pc1/ava/images/93598.jpg,93598.jpg,629,581,,,6.391509,0.0,0.0,0.0,0.0,6.0,0.028302,16.0,0.075472,47.0,0.221698,57.0,0.268868,28.0,0.132075,32.0,0.150943,16.0,0.075472,10.0,0.04717,5.921185,0.546798,0.511392,0.443719,"['alamp', 'nima', 'rgnet']",0.481096,0.489634,-0.008538,1692,1633,59,0.5636666666666666,middle_near_miss,False
ava__test__371495.jpg__b67bef31,ava,test,data/processed/ava/test.csv,data/raw/ava/images/371495.jpg,/home/omen_pc1/ava/images/371495.jpg,371495.jpg,640,362,,,5.40099,0.0,0.0,0.0,0.0,10.0,0.049505,43.0,0.212871,61.0,0.30198,50.0,0.247525,25.0,0.123762,8.0,0.039604,5.0,0.024752,0.0,0.0,5.164552,0.462728,0.483312,0.482961,"['alamp', 'nima', 'rgnet']",0.481078,0.480084,0.000994,1693,1792,-99,0.564,middle_near_miss,False
ava__train__167835.jpg__0ea1f27f,ava,train,data/processed/ava/train.csv,data/raw/ava/images/167835.jpg,/home/omen_pc1/ava/images/167835.jpg,167835.jpg,640,470,,,5.369748,0.0,0.0,1.0,0.004202,11.0,0.046218,36.0,0.151261,89.0,0.37395,68.0,0.285714,20.0,0.084034,11.0,0.046218,2.0,0.008403,0.0,0.0,5.517927,0.501992,0.460106,0.493641,"['alamp', 'nima', 'rgnet']",0.481062,0.479803,0.001259,1694,1799,-105,0.5643333333333334,middle_near_miss,False
ava__train__775684.jpg__67b8ab30,ava,train,data/processed/ava/train.csv,data/raw/ava/images/775684.jpg,/home/omen_pc1/ava/images/775684.jpg,775684.jpg,720,538,,,5.634328,0.0,0.0,0.0,0.0,9.0,0.067164,13.0,0.097015,37.0,0.276119,46.0,0.343284,21.0,0.156716,5.0,0.037313,2.0,0.014925,1.0,0.007463,6.071076,0.563453,0.514234,0.437983,"['alamp', 'nima', 'rgnet']",0.48103,0.491116,-0.010086,1695,1618,77,0.5646666666666667,middle_near_miss,False
ava__val__851008.jpg__1f976c4f,ava,val,data/processed/ava/val.csv,data/raw/ava/images/851008.jpg,/home/omen_pc1/ava/images/851008.jpg,851008.jpg,533,800,,,5.841772,1.0,0.006329,0.0,0.0,4.0,0.025316,11.0,0.06962,44.0,0.278481,61.0,0.386076,22.0,0.139241,11.0,0.06962,2.0,0.012658,2.0,0.012658,5.860464,0.540052,0.457125,0.488213,"['alamp', 'nima', 'rgnet']",0.480962,0.481999,-0.001037,1696,1756,-60,0.565,middle_near_miss,False
ava__train__194058.jpg__693c4032,ava,train,data/processed/ava/train.csv,data/raw/ava/images/194058.jpg,/home/omen_pc1/ava/images/194058.jpg,194058.jpg,550,413,,,5.188612,5.0,0.017794,12.0,0.042705,33.0,0.117438,53.0,0.188612,70.0,0.24911,38.0,0.135231,39.0,0.13879,17.0,0.060498,9.0,0.032028,5.0,0.017794,5.006589,0.445177,0.437756,0.522623,"['alamp', 'nima', 'rgnet']",0.480932,0.472816,0.008116,1697,1929,-232,0.5653333333333334,middle_near_miss,False
ava__train__545500.jpg__13ac0b0d,ava,train,data/processed/ava/train.csv,data/raw/ava/images/545500.jpg,/home/omen_pc1/ava/images/545500.jpg,545500.jpg,640,428,,,6.475806,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.016129,18.0,0.145161,48.0,0.387097,38.0,0.306452,12.0,0.096774,5.0,0.040323,1.0,0.008065,5.985367,0.55393,0.540007,0.418922,"['alamp', 'nima', 'rgnet']",0.480857,0.493661,-0.012804,1698,1573,125,0.5656666666666667,middle_near_miss,False
ava__train__790750.jpg__fb560ca2,ava,train,data/processed/ava/train.csv,data/raw/ava/images/790750.jpg,/home/omen_pc1/ava/images/790750.jpg,790750.jpg,640,512,,,4.865741,1.0,0.00463,8.0,0.037037,14.0,0.064815,66.0,0.305556,74.0,0.342593,31.0,0.143519,8.0,0.037037,10.0,0.046296,4.0,0.018519,0.0,0.0,5.735747,0.526194,0.553642,0.413505,"['alamp', 'nima', 'rgnet']",0.480829,0.49347,-0.012641,1699,1576,123,0.566,middle_near_miss,False
ava__val__606987.jpg__06d0b162,ava,val,data/processed/ava/val.csv,data/raw/ava/images/606987.jpg,/home/omen_pc1/ava/images/606987.jpg,606987.jpg,640,543,,,5.353982,5.0,0.044248,2.0,0.017699,4.0,0.035398,12.0,0.106195,33.0,0.292035,40.0,0.353982,9.0,0.079646,4.0,0.035398,4.0,0.035398,0.0,0.0,6.02675,0.558528,0.609473,0.362304,"['alamp', 'nima', 'rgnet']",0.480794,0.502964,-0.02217,1700,1443,257,0.5663333333333334,middle_near_miss,False
ava__train__413018.jpg__c26a59f9,ava,train,data/processed/ava/train.csv,data/raw/ava/images/413018.jpg,/home/omen_pc1/ava/images/413018.jpg,413018.jpg,640,439,,,4.06579,14.0,0.061404,20.0,0.087719,46.0,0.201754,59.0,0.258772,55.0,0.241228,21.0,0.092105,7.0,0.030702,5.0,0.02193,1.0,0.004386,0.0,0.0,5.990359,0.554484,0.426599,0.509397,"['alamp', 'nima', 'rgnet']",0.480787,0.478901,0.001886,1701,1826,-125,0.5666666666666667,middle_near_miss,False
aadb__val__farm1_351_19483266543_298c32d0f5_b.jpg__c257c5d0,aadb,val,data/processed/aadb/val.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_351_19483266543_298c32d0f5_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_351_19483266543_298c32d0f5_b.jpg,farm1_351_19483266543_298c32d0f5_b.jpg,600,800,0.188,farm1_351_19483266543_298c32d0f5_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.47163,0.496848,0.547797,0.423831,"['alamp', 'nima', 'rgnet']",0.480719,0.490568,-0.009849,1702,1620,82,0.567,middle_near_miss,False
ava__train__53353.jpg__a4af3f5e,ava,train,data/processed/ava/train.csv,data/raw/ava/images/53353.jpg,/home/omen_pc1/ava/images/53353.jpg,53353.jpg,450,640,,,6.008439,1.0,0.004219,1.0,0.004219,12.0,0.050633,26.0,0.109705,55.0,0.232068,54.0,0.227848,40.0,0.168776,31.0,0.130802,16.0,0.067511,1.0,0.004219,5.761125,0.529014,0.489225,0.46402,"['alamp', 'nima', 'rgnet']",0.480601,0.485111,-0.00451,1703,1712,-9,0.5673333333333334,middle_near_miss,False
ava__train__4147.jpg__980f12d5,ava,train,data/processed/ava/train.csv,data/raw/ava/images/4147.jpg,/home/omen_pc1/ava/images/4147.jpg,4147.jpg,640,480,,,5.865169,2.0,0.007491,3.0,0.011236,13.0,0.048689,32.0,0.11985,59.0,0.220974,82.0,0.307116,29.0,0.108614,28.0,0.104869,13.0,0.048689,6.0,0.022472,5.329773,0.481086,0.533008,0.438576,"['alamp', 'nima', 'rgnet']",0.4806,0.487447,-0.006847,1704,1671,33,0.5676666666666667,middle_near_miss,False
ava__val__622576.jpg__7ec8d78b,ava,val,data/processed/ava/val.csv,data/raw/ava/images/622576.jpg,/home/omen_pc1/ava/images/622576.jpg,622576.jpg,640,427,,,5.9779,0.0,0.0,1.0,0.005525,3.0,0.016575,12.0,0.066298,48.0,0.265193,60.0,0.331492,38.0,0.209945,16.0,0.088398,1.0,0.005525,2.0,0.01105,5.785802,0.531756,0.575021,0.394821,"['alamp', 'nima', 'rgnet']",0.480594,0.496451,-0.015857,1705,1536,169,0.568,middle_near_miss,False
ava__train__374418.jpg__ccca7a80,ava,train,data/processed/ava/train.csv,data/raw/ava/images/374418.jpg,/home/omen_pc1/ava/images/374418.jpg,374418.jpg,640,475,,,5.151041,2.0,0.010417,8.0,0.041667,6.0,0.03125,36.0,0.1875,72.0,0.375,41.0,0.213542,15.0,0.078125,10.0,0.052083,2.0,0.010417,0.0,0.0,5.53177,0.50353,0.415299,0.528126,"['alamp', 'nima', 'rgnet']",0.480536,0.473664,0.006872,1706,1911,-205,0.5683333333333334,middle_near_miss,False
ava__train__271350.jpg__8fe98115,ava,train,data/processed/ava/train.csv,data/raw/ava/images/271350.jpg,/home/omen_pc1/ava/images/271350.jpg,271350.jpg,640,640,,,4.528572,9.0,0.032143,15.0,0.053571,40.0,0.142857,85.0,0.303571,69.0,0.246429,36.0,0.128571,11.0,0.039286,7.0,0.025,5.0,0.017857,3.0,0.010714,5.872505,0.541389,0.490382,0.460214,"['alamp', 'nima', 'rgnet']",0.480399,0.485966,-0.005567,1707,1696,11,0.5686666666666667,middle_near_miss,False
aadb__train__farm6_5621_20175322241_da144869ff_b.jpg__6bfc1aed,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm6_5621_20175322241_da144869ff_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm6_5621_20175322241_da144869ff_b.jpg,farm6_5621_20175322241_da144869ff_b.jpg,1024,1024,0.65,farm6_5621_20175322241_da144869ff_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.61007,0.51223,0.514263,0.446822,"['alamp', 'nima', 'rgnet']",0.480339,0.486982,-0.006643,1708,1679,29,0.569,middle_near_miss,False
ava__train__10382.jpg__f608a201,ava,train,data/processed/ava/train.csv,data/raw/ava/images/10382.jpg,/home/omen_pc1/ava/images/10382.jpg,10382.jpg,640,640,,,4.597938,6.0,0.061856,1.0,0.010309,11.0,0.113402,25.0,0.257732,31.0,0.319588,14.0,0.14433,7.0,0.072165,1.0,0.010309,1.0,0.010309,0.0,0.0,5.552693,0.505855,0.593435,0.384753,"['alamp', 'nima', 'rgnet']",0.480336,0.496825,-0.016489,1709,1531,178,0.5693333333333334,middle_near_miss,False
ava__val__880257.jpg__413d05ec,ava,val,data/processed/ava/val.csv,data/raw/ava/images/880257.jpg,/home/omen_pc1/ava/images/880257.jpg,880257.jpg,800,531,,,4.89172,3.0,0.019108,3.0,0.019108,13.0,0.082803,40.0,0.254777,54.0,0.343949,30.0,0.191083,6.0,0.038217,5.0,0.031847,2.0,0.012739,1.0,0.006369,5.816537,0.535171,0.544949,0.417514,"['alamp', 'nima', 'rgnet']",0.480254,0.492508,-0.012254,1710,1596,114,0.5696666666666667,middle_near_miss,False
ava__test__940568.jpg__7d1ba4d6,ava,test,data/processed/ava/test.csv,data/raw/ava/images/940568.jpg,/home/omen_pc1/ava/images/940568.jpg,940568.jpg,800,532,,,4.703947,2.0,0.013158,4.0,0.026316,15.0,0.098684,37.0,0.243421,59.0,0.388158,29.0,0.190789,5.0,0.032895,1.0,0.006579,0.0,0.0,0.0,0.0,5.603787,0.511532,0.42509,0.518013,"['alamp', 'nima', 'rgnet']",0.480196,0.475225,0.004971,1711,1884,-173,0.57,middle_near_miss,False
ava__train__656909.jpg__4b24fce0,ava,train,data/processed/ava/train.csv,data/raw/ava/images/656909.jpg,/home/omen_pc1/ava/images/656909.jpg,656909.jpg,640,569,,,5.474138,2.0,0.008621,7.0,0.030172,8.0,0.034483,25.0,0.107759,80.0,0.344828,66.0,0.284483,24.0,0.103448,14.0,0.060345,6.0,0.025862,0.0,0.0,6.018931,0.557659,0.483224,0.462111,"['alamp', 'nima', 'rgnet']",0.480111,0.485944,-0.005833,1712,1699,13,0.5703333333333334,middle_near_miss,False
aadb__train__farm1_384_20088633910_d2671a9bc2_b.jpg__060a8502,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_384_20088633910_d2671a9bc2_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_384_20088633910_d2671a9bc2_b.jpg,farm1_384_20088633910_d2671a9bc2_b.jpg,1024,683,0.4,farm1_384_20088633910_d2671a9bc2_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.673991,0.519332,0.448029,0.497923,"['alamp', 'nima', 'rgnet']",0.480106,0.478682,0.001424,1713,1831,-118,0.5706666666666667,middle_near_miss,False
